,src,tgt,path
2470,walk towards stairs stairs wait,"Walk towards the stairs, go up the stairs, and wait. ","['50629d10507840cba1ff155045d3f76b', 'fea7a9db41944d76b258036b046d13aa', '673ae67937804c42b3c22e93efb5d069', 'e0c61a2e0f9244cd8534e9ed8be96322', 'c4fc538718cc4918884d2040ce523a5f', '9001b330086e4aa69799729560e6dca0', '3532b1e7ea1646848b710936d4696a5d']"
2471,stairs step onto rug on right edge on rug near front door,Go down the stairs and step onto the rug on the right edge. Stop on the rug near the front door. ,"['2e99c4517678406c935d5c8bb25942c8', '282d98c53101421f9df5e0aed5d356a3', 'c742bd01328e48a0acc256a1ce2a48fc', 'b90801209e564a309883d214b02a6195', 'ca660fbd1a384380a372ad79f760e1d9']"
2472,walk around table length of room behind first chair window with bookcase behind,Walk around the table down the length of the room.  Stop behind the first chair that faces the window with the bookcase behind you. ,"['7515999894aa42ffa9ce63c8cabe246c', 'c4e9e99398d84df5bf0150c484ebcd01', '84291807bc3a4c9ea9f5d7f7ef53704c', 'cf726b6c0144425282245b34fc4efdca', '87e385b82c704a29855826d3cf4f79a0', '4610dfb32d044ad793cf8640a7ede0f4']"
2473,walk past sink left past television walk left of teh bed just outside bathroom,Walk past the sink and go left past the television. Walk to the left of teh bed and stop just outside the bathroom. ,"['71f79f342cde467ba037a196c4e04f6a', 'e1d49f9c53bf45ae98d0dd8fb613161a', 'efe359ee05ea46c587196354c2d1cc96', '8b41e8798d78402f9f36b242972d729b', '11ec36e3d78c43a389366c5159069b0c']"
2474,walk into small well lit space past of cabinets into bathroom,Walk into the small well lit space past all of the cabinets and to the left into the bathroom. ,"['e580467633814488b0055f9e5475fedc', '3e2bda227e78440fbcaf5ea18f128088', '1226e70df8e44d6596ea46945a62f689', 'af2982c371134df79520b348071775a0', 'ad3a2912de974a5690af5050e6ade942', 'db42868ee24c45dcb7cd4f5ae61f47fe', 'f3aa7887b82f4e1787dca604277580bd']"
2475,upstairs stop next drum set,Go upstairs and stop next to the drum set. ,"['959878d8792948b5888684622f4eca36', '9ddd0d8326b44a038d3985d96ffbb2a1', '0836acc78091475dbba186b98e05792a', 'ab0f99b210bb4556b7fc18190126480b', '85849923dc9e46eda0168f62c0fb43f3', 'b3b697d0fd2d41f29a861e8411c732bd', 'a102630f0cb84c32abc75f27b7712424']"
2476,walk left of pillar walk past table chairs in doorway,Walk to the left of the pillar. Walk past the table and chairs. Stop in the doorway. ,"['a6734c6148c94913afe0ab92b7a48175', 'aa24fa06dc084de4bc97ed54cb1dc2ae', 'e0093bd0b2b34317801a57d0bf0e0308', 'ac7774052c8648c596c3b77776426479', '1723396e89154f649171f0def3b8cccc', '218bbf19f35641d2b7928da523fe44e2']"
2477,exit bathroom turn at potted plant wait in bedroom doorway,"Exit the bathroom, turn left at the potted plant and wait in the bedroom doorway. ","['3c05cbcf2b30493592c04628faa3a0d7', 'b95ef00660ea4ea89162e31370ba6558', '15b25adcf9bb4a0f8c751138a651dd8b', '0fc2263dc29f4a9183320eddd33edb58', 'c9030e71fc29447599a5c21d90261ca5']"
2478,walk past bar with stool/chairs outside large glass doors wait in balcony,Walk straight past the bar with the stool/chairs. Go outside using the large glass doors and wait in the balcony. ,"['a39174aaa3fc4dff9b37f30cc03ab21b', 'a56b95f00285452db9a95545aed7b5b7', 'df0ddfb1212245bbbf95a6c94ed19b6c', '415d5d09a188445993f2a8b451d48e91', 'b20f535c58b348b59e100bc8e94cff8d']"
2479,turn stairs at blue couch until table with black chairs,"Turn around, go down the stairs, and turn left at the blue couch until you reach the table with black chairs. ","['119f12ba94004df3b643d55195b25b21', 'af7ed758b8c04875a5ae383252e35332', 'bbfd4eb3b8d646a1bcb815d63dbf0fe2', 'a206c84102884dda82c5cbdd4e471bcd', '5c1880dd58d34e68abf88d6551f0f449', '5ab92ff9c0ea493e847aeba98e8e9f23']"
2480,past refrigerator left wall wait in doorway for restroom,Go past the refrigerator. Follow the left wall and wait in the doorway for the restroom. ,"['6178647ca8d14dc09370f6c1b7ed2fd6', '86d342c576ff46a9828d2ba377cc8cd5', '0b02e18654324edd8d74c078b66bfb20', '97ed68de989e44fdaf2d9b949898fab6']"
2481,walk into hall right then end of hall stand at end of hall,Walk into the hall and turn right.  Then walk to the end of the hall.  Stand at the end of the hall. ,"['4b064f81c1454d198d703bfc686bec09', '0c1a9bf48a2641048e4c373e72b2ff39', 'f4809ed551014d72b46cdad86c80d504', 'b76709a4ede44a26964499b4594f848a', '65218a3b8cc942b18957d64c9300b41b', '9fd04d03a1d741ce93ea66bd45dd4331']"
2482,stairs then right into hallway then on first door stop by sink,Go up the stairs then turn right into the hallway then turn left on the first door and stop by the sink. ,"['a74b9199d22447118e506cfa169638e3', '2d20ebd11b9d4855bac237d15181e126', 'c688725841444971ab4788b382c60643', 'add739ed237b4b1ab540290617cdb30d', '6cd8366dfa39465fb61693361c81e8e3', '01b11b701b5240a48be2a86171daa245']"
2483,turn right forward turn forward through hallway turn bathroom wait beside bathtub,"Turn right, go forward, turn left, go forward through the hallway, turn left, proceed to the bathroom and wait beside the bathtub. ","['f1b191033043441987b8ebf1bb55002c', '1c2209fa44fc48c7b7ce7981bafc4ccf', 'b5b07238f2f94494b5d16390855584cb', '837b0a58fa8b4820a3c07e0c89ccfc60', '0672a86275c14b148e8618ecde714e06', '27b904430e4e48acb818e2ab80f183e3', '8b29770bf446475b814d254d9b2670f6']"
2484,straight into big room right towards stairs towards stairs stairs at wooden table,"Go straight into big room, turn right towards stairs and go towards stairs, go passed stairs and stop at wooden table. ","['290cf108dddc4095927677d0d56b7a7a', 'cbcae92ea4b34638a877dda9b4bd7be6', 'ff0c027e9f0a4cd784e4851736c397a4', '07828abd68f54c2ba9ede7aa649932df', '5278ace992664bbcb69d686a7be2c3b3']"
2485,turn house through door on right once inside right side of room around rounded wall area with glass display case,"Turn around and enter the house through the door on the right. Once inside, walk to the right side of the room around the rounded wall and stop when you enter the area with the glass display case. ","['0122260ae9164324a5062f6d1059c06e', '72db3b5a55bd4bf99fef4c0774263fa1', '0ef35d84418446f5a6afb03294742914', 'b218a220bbed4a1eb63ec9941fc58942', 'dc524a4004ae4faaaf8e4978f7ad7897', '3a092061063d41c5b5e54e692341c62e', '119a529d3eef42ef898fbee6ca019866']"
2486,pop over main entrance through dining area,Pop over to the main entrance that is located through the dining area. ,"['7ad0587e953d43e2b5824a6cf80084e9', 'cf2f173f04984b13b8cfda8010a8b52c', '6b0ea01a9b26428a85e31385ce71576d', 'd102703b15c04d8b9e3922869068dd60', 'c913025ed1e5444aaaf8de29268a58e4', 'd84053246d3e4a919e1562009d52f1c6', '7d12c880e74b4aaca567cd3a1b2805b7']"
2487,head straight exit room then right right again near white couches,Head straight and exit the room then turn right  and turn right again and stop near the white couches. ,"['ff666d48400744e5b1c0b0ed48217391', '0413b1213d00429ba2bca2ecbbcf5deb', '5c2d1a16a86e4222a7239a2c9a0324c6', '59fe136fc3e141c2b9c55378d1b39f1e', '624b17d75c344a0e8122c7b0c6858dce']"
2488,turn left hallway past stairs bedroom wait by bedroom door,Turn to your left and proceed down the hallway past the stairs and enter the bedroom.  Wait by the bedroom door. ,"['34b8aac0033445599e8932a355b34695', '4dbe1da290ac444cb724401272429465', 'fa1d02186f8e4eba917dad99cf856b35', '813a76fa308b44f292ab40a25d1565ab', '5ca4f5d44ce34f8f91aad68587563d32', '4d059bb6efaf411985e6ee5eba2b0c64']"
2489,up onto brick porch through columned entryway walk through front door into home down hall in entry drawing of portrait into living room area with armchairs,Walk up onto the brick porch through the columned entryway. walk through the front door into the home. Walk down the hall in the entry passed a drawing of a portrait. Turn into the living room area with armchairs. ,"['3f241c2e6e0145b3858700aa748f9441', 'e48596d3f4554c5a98325771464d8c58', '0b06e41938c84b91b41b6b14db0529b9', '525eea07ff0b45f49f6a47eb55b6d75e', '7c213023b8a14cf9a77272791de04b9a', '5a897a166f6e4d3a8e2b2d94f03f86a2']"
2490,turn right through doorway on behind rope hallway stop at top of staircase on left,Turn to your right. Go through the doorway on your left behind the rope. Go down the hallway and stop at the top of the staircase on the left. ,"['d2a1451710f443908f69a8b7b676c935', '4335216422a24ad9bd6a662531d49f90', 'bf7dedec250d405f809a7124509d7c2f', '564526d4eff54e61b077aefcfb070cfd', '629b626095374e3ab7d9b7ba98f2f7ba', '79aedad1206b4eea9c4b639ea2182eb7']"
2491,steps then,Go up the steps then stop. ,"['d0b75539f2484b0bb8e1612e549c06d3', 'cc0682e6d88a44f3bfaeb81e91a79124', 'cefe85eb9d1e4592a020547df6107246', '50a28bec19bd4ad5ab3c97f58554599a', '484070b0ecd942cc882f77f5fee5ca9a']"
2492,climb stairs turn hundred eighty degree arc left continue corridor with stairs left into bedroom turn at foot of bed forward just after bed on left,"Climb the stairs and turn left through a hundred and eighty degree arc to the left, the continue down the corridor with the stairs to your left. Walk into the bedroom, turn left at the foot of the bed and continue forward, stopping just after you pass the bed on your left. ","['68e4c4477aa442cbbb9a9f1e54b9b831', 'f1b191033043441987b8ebf1bb55002c', '1c2209fa44fc48c7b7ce7981bafc4ccf', 'b5b07238f2f94494b5d16390855584cb', '837b0a58fa8b4820a3c07e0c89ccfc60', '0672a86275c14b148e8618ecde714e06', '27b904430e4e48acb818e2ab80f183e3']"
2493,walk out of bathroom right way down hallway wait right at top of stairs,Walk out of the bathroom and turn right. Walk all the way down the hallway and wait right at the top of the stairs. ,"['4903a8de1d0945b6bd815f11aa2850e9', '4b7c3faa94b34318bc00523ec9b9c6a3', 'aabeeacedf4443808d8479c55116ed18', '5b951c3db95148eb8fb7963165f14e8f', '91735b09a0a14b168c3a12913e9d4127']"
2494,towards christmas trees left door on left then through door on right rug top of stairs left into room with mirror above desk,Go towards the Christmas trees ahead.Turn left and go out the door on the left. Then go through the door on the right. Follow the rug to the top of the stairs. Take a left and go into the room with the mirror above the desk. ,"['ecd87bf5f6c94ce7b4dfc4c9dbab47a3', 'e57db85f00a9481787bd9c3c98453f27', 'de655166da274d40841f1e5e488ab641', '0a796daf5b734fbbb52974e2349a6c0e', '4531a8cd59c7423e8f938bcd905f7b62']"
2495,dining room walk through living room house onto patio left onto walkway through rocks stop in middle of walkway,Leave the dining room and walk through the living room. Exit the house onto the patio. Take a left onto the walkway through the rocks. Stop in the middle of the walkway. ,"['3946fdd3e06a4701a588bd2e7b6e30da', '35fbae92aa284ba19652ccb31f4cff9c', '6f5e70ae957d4a95af44068aa4946744', '71c368170cd24345ac3dd89c51ca33ef', 'fc340f9df37543709fd49bba4b3a3372', 'bc5a482e5dca4f539f619eeb643e7e88', '3a6ea82a4dfd48ec8635413ec7a5480a']"
2496,walk straight until on carpet then chairs on left big table son right staircase steps on right side of staircase stairs once down stairs right hallway room with carpet lights from ceiling,"Walk straight until you are on the carpet, then turn left and walk all the chairs on your left and two big table son your right.  You will find a staircase. Use the steps on the right side of the staircase.  Go down the stairs.  Once down the stairs, turn to your right and go down that hallway.  You will see another room with a carpet and lights hanging from the ceiling. ","['bde29f48ab814943baf4a7193d143d6e', '12142264f293430ebc8092e16b47cba0', '1ba7d881e867480585d80c1222f54028', '975241bb74e744ed97b658a04f189d47', '611214ad029a4d4da4b45ebb8a257b3d', 'bffa1faac5024b19abf8b4150e634c9c', '5e770c44fdbf44079e0936d2e1aad894']"
2497,down stairs promptly right towards bookshelf room wait by doors,"Walk down the stairs, promptly turn right and walk towards the bookshelf. Enter the room and wait by the doors. ","['75548ecdd3ef4d69b25e8a59ba861f56', '2104d589e68e472f85188dc93da8e6e2', '5ae7323b784748f7a3c2f7c93d60914a', '62e1c55d62054d149d3d23431ffe4289', '3a092061063d41c5b5e54e692341c62e', '49913376d9ab471a8fce92a8edc786b9', '43b8e298f5c6479d8f839c7cc7ff3fe2']"
2498,walk out of bathroom right walk past tv past dining table right past table,"walk out of bathroom, turn right walk past tv, continue past dining table, and stop right past the table. ","['aff31ea76e864cbfa280a1d82b5e35d8', 'fe2d6243c11d4edb877748f6b6988957', '0d22d1de9f4d4668b333ac24923d8940', '04cdd02138664b138f281bb5ad8b957f', '16f04516e33a4423af79b8f7dc46904c', 'bc280058ef514e16860da03ecb6cdb07']"
2499,walk on right hallway in hallway with bathroom right,walk to hallway on right. Follow hallway and stop in hallway with bathroom to the right. ,"['5718221ad03f453b957caddfa136a2f9', '239a6c22079a4668bd1df0fb3720c962', '49693be7929a42b0978bdcb6b0862073', '91e9df140eed4de79b2350a13880ac85', '03b95e03d2724a4fad746c4716c38fe8', '8ce00b6bb78348f08464752ecf264a87', 'ad3a2912de974a5690af5050e6ade942']"
2500,through door right door through then,Go through the door and continue to the right door and go through it. Then stop. ,"['e0a910e3d4374cf9811487e78a5447a4', '841296be493a4195892a1cb14c95ffc2', '021e6fb21e5c47b587fabb26689ff55f', '6ea742331ac84fb9ae24a1b8d76bcf8a', '96d3ea8a25b347e4b097f070a1cba15e', 'e4a808c94c004bc7b2e3101c316bb02c']"
2501,lockers locker room through door on right into middle of room stop,"Facing the lockers, leave the locker room through the door on the right. Step into the middle of this room and stop. ","['5b9e0c94fb754153a3de0f4c4f702724', '4ea81a82216e4321b35ad4ac98f91cb3', '2eb9eba208cf4575a96b1d57e02acd16', '5599aea13f234660827b11cf081cfc5d', 'd922a7a5956c4a42af51637f14c165d6']"
2502,turn then right after table chairs turn counter wait there in hallway,Turn left and then turn right after the table and chairs. Turn left when you get to the counter and wait there in the hallway. ,"['0d9c56a758d44e5da06d1515290688a6', '9b9d3d249dbd41a698f4b4340d82ba15', '7fcbcc0b4cd149eb8cacc9a64035dc8c', 'f7f45009c1104301acdb2e5d77816d25', '6f3c35e438ec46f4b09a62a7e37392a7']"
2503,exit room hall conter right home patio then right again in library,"Exit the room and continue down the hall, pass the conter and turn right. Exit the home and go to the patio. Then turn right again and stop in the library. ","['ea12dd63895345369d80a91aacb6e137', '905ce9bd3b84466b9da061b4cb46e629', '4e978c08440c4b12b4d989f80b22225b', 'a3e8df8c66f14855815c39cb50282e07', '8fab97869cf5427d94ea2bc3c04d2856', '505ef208c8be40f283ade476c7340f3f', 'de2c508124c34fb79faa373c8da2ffbe']"
2504,exit bedroom right hall wait on stairs on left,Exit the bedroom. Turn right and go down the hall. Wait on the stairs on the left. ,"['8a3f2a5d30b847b7ae94eb24d5d9c8e5', '0608309a14594ef9ac53c26b9e03a1ae', '5fdff4b578f24ff98a213299f3d91576', 'f15cd6746d1f4b7a804ede38d47cfa03', 'b1a1885860a54b8cb99c6f4ac19999a5', '88ffbea957e34cd09d0ce2d3290e9694', 'ff3ed1ef732845839881115ed38d331f']"
2505,walk around front of table left side past christmas tree desk stand in front of radiator window,"Walk around the front of the dining table to the left side, past the Christmas tree and desk. Stand in front of the radiator and window. ","['c407e34577aa4724b7e5d447a5d859d1', 'a6ba3f53b7964464b23341896d3c75fa', '019eb9153bc6402fb99b1dcfa8bcf303', '29a1f267ef234fc6ac2e2554351c2620', '17a4102f8d13437087e4617b53d86ece']"
2506,walk left of table chairs toward dining room table chairs stop,Walk to the left of the table and chairs. Walk toward the dining room table and chairs and stop. ,"['d9b5196ff58c494d8bebdeb3b6ccd061', '444a5cc79a15455d96cfd41bc1f67e57', '3b0c7d0596fd45b69261b73e6b669d7c', '4fca698177d14f40a2008174193dcfb5', '0907c60c53f7431aaedabbf388069a7f', '4a3c031b6787433fb02da9d40a359c68', '38a021bef7634782b42c0583f84c6b8e']"
2507,walk sink area into closet walk into room with couches glass wall out of room onto outside deck area near outdoor tub,Walk passed the sink area and into the closet. Walk into room with couches and a glass wall. Walk out of the room and onto the outside deck area. Stop near the outdoor tub. ,"['890c5356b4da4a418e223fc9e366bf89', '9977d41540f44813becd1f319db571ef', '4ed0dc66de83415196cb59d120b71d55', '40bd5db3c01e445d903b58f86beaf72a', 'c6957ec905d04ac8acab161452470981']"
2508,into bedroom then right into hallway,go into the bedroom. then turn right and go into the hallway. ,"['dfa2911542f5487681e50e6fa1d42f87', '1e05b7a24e664d3f98f3498d911bc48a', 'c20f8e6497d14696b2cecf24ed288470', '4f1ecaca2cc744b0beb75e146bc8ecc7', '62994d72dab246fbb839f3699b9cacd6', 'aaa8773c86214e9990d4c3ede3223499', '223b4ced68cd4688b6612a2795409490']"
