src,tgt,path
down hallway right head toward chair right in laundry room doorway,Walk down the hallway and turn right.  Head toward the chair.  Turn right and stop in the laundry room doorway. ,"['64f15fc5001f42a58ad17839e7dc6c8c', '050b14f85a974966b61edcf8f965660a', '3a0f734a7b4e46c4bcee77b78c5e3f6a', 'fa2cbbb20350430bb00b7039031111a7', 'f29cfc331fc44746a060813f1e9ef52c', '1892385477bd4362b8a1d03861169db0']"
walk past kitchen area into first room on left just inside utility room,Walk past the kitchen area and go into the first room on the left and stop just inside the utility room. ,"['564d5acc720b441db2785388ecb452e5', 'b70cb517baa54649b2c788c63c9db911', '7bbddf0c8df249a3b8a6da60b1b7fd57', 'e47436300f4f4b90a2415ea87eee0903', 'beaaf39947ee40f7822ed8a383bf6472', '09f015ea8ca94df8841bcea7030bca99']"
turn around down stairs left walk into kitchen left walk into exercise room wait there,Turn around and walk down the stairs. Take a left and walk into the kitchen. Take another left and walk into the exercise room and wait there. ,"['c742bd01328e48a0acc256a1ce2a48fc', '5c8f1d2de7c44d4fb95fa752c5fdce24', '87449aea807942e0998e230c344f0e42', 'd16ee55e1e434c8abc07c79b08204bf1', 'd3bbb56e888d4b659563d6e135406870', 'f5f240dba39b4c19a1354c89c56d7a59']"
walk through door then right hallway right at exit sign down hallway through third door on right,walk through door and then turn right. walk down hallway. turn right at exit sign. walk down hallway and go through the third door on the right. ,"['5be7614e520f41a088e5b1646033562c', '19c436824dcf4f4fae134b0dc064a367', '3f227a714e3c44aba3a19efe7b8b1681', 'be7c88ff81f04b52b18125c6c9f4b84f', '881a405088944173a5494c9e5145677c', '05007a3d6dc2420b960c6dcc2e9b0353', 'd57f3fb1653949b381ff1b725da842b7']"
walk downstairs turn through library in office,"walk downstairs, turn left, walk through library, stop in office. ","['8d4b6c6b93934835a39c391d39f5a537', '24162b6ef8324ebd85d959273079f239', 'e443be34c350421faddb2810fcd3f392', 'f2bad4dbecda444eab1d7353498ecbe1', '436f1b9382d34d758b60d5dc4bbccce4']"
exit bedroom turn at double doors wait in bathroom at end of hall,Exit the bedroom and turn left at the double doors. Wait in the bathroom at the end of the hall. ,"['891cb55a08dd4aea9ee76656f6b4850d', '2e52341d21b940b5b38a9e26c4cf4200', '1ff35596f9cb4b98ba4f08dda81c1654', '4fb8c9be319e4784b4b66f9ca5d839ab', '0e3f642a048a42389f79daf3adee6970', 'f83bb8e47d09487baa9d10adcd584e0e', '75ea3fd50c1c4b8ba66dccc4247b8b81']"
exit room past stairway fireplace then through doorway wait by door,"Exit the room, walk past the stairway and the fireplace, then turn left. Proceed through the doorway and wait by the door. ","['5ca14589a7c4407b9333c3dc02d9c9a5', 'c69af2f0e57b485886e0f4667b2209a5', '7f03669f1daf499491770eb857dbe25d', '4c477b124d744b75b561bab5d612bfd8', '93ed5a7cfa504750bee1c7266e67d147', 'fc9b08fa1b5b486380466b40b1d633f6']"
exit bathroom towards into kitchen next black chairs,"Exit bathroom to bedroom, turn left and walk towards desk.Turn left and walk into kitchen, Stop next to two black chairs. ","['5e336d4bd3eb4328ad02aaccc4f3dbb7', '626d2523eff1429f815cdf7431f25ad9', 'cafb18e8c7b041a8b4f85bf34cf4609d', '2b3822fd33c24bec964eeb305a86d81b', 'b3fb0bde1a234d4995f90a7c5aede983', '5172278505b14dbfba2e900d89ec3d3d', 'b9f3fbcc0af34a888fc547751f2e2832']"
bed through door towards laundry then right in front of desk,Go passed the bed and through the door towards the laundry. Then turn right and stop in front of the desk. ,"['755d110c2ed84d76be11ad56ae00b53f', 'd6d4416592a0483691a1ed7d3b336a1a', '77e6cfabf32d46fc9398ce824843adaa', 'ba19aada2e9a47839c0355085f70f7c5', '6ab11272308c46068c9ae583da8ff311']"
turn around towards exercise bike walk door frame,Turn around and walk towards the exercise bike. Walk to the door frame. ,"['5a098aafebe3461598467d485e026fef', '860f7e4e9a944bbd856dfcc5f2d1ad2b', '32c98b5cfe804dd185a8cb6ecb91a63f', '76dc52af56e842c5b53f25d93e938299', '164618f724c64b43934cb95b11c89593']"
stairs turn at bottom of stairs into bedroom stop by door,"go down stairs, turn left at the bottom of the stairs, walk into the bedroom and stop by the door. ","['5951cc1ffb5a47789fff75051dee56fb', 'e58c9b6bf156474299c139009061c1ed', '7fc36de72634404d8b06b7779328e791', '5ca4f5d44ce34f8f91aad68587563d32', '4d059bb6efaf411985e6ee5eba2b0c64', '209cfff028e843749f35039a95d16d97']"
turn past light blue chairs turn stairs wait at top,Turn left and go past the light blue chairs. Turn left and go up the stairs. Wait at the top. ,"['8d6772b59ad247debb77bf51b0ae00cb', '59b190857cfe47f691bf0d866f1e5aeb', '124c7635126f4fefaf3c57742dbe1193', '61aa57f78ebf40dd9bc04e27b1a4c80f', '024edcc6db70425aaa54f5596b0ebda8', 'f17bd928d5c84ebbb4d2d8806682f4af', 'be3d7ae0352d481191e4c9e351e71b08']"
enter building right kitchen at breakfast bar,"Enter the building, turn right and enter the kitchen, stopping at the breakfast bar. ","['15dee203cd804c2f998b8dbbc55d6f98', '3cb21431e96640aea17cddff913068f6', '85257e0d1f834f3ea8c699b78c80776a', '2b94e839f10648ca8721a0c8c6da121b', 'ca2a1110dcfa4449a6cd735d6cfb9402']"
stairs on left then into second room on left wait there in laundry room,Go up the stairs on your left and then go into the second room on your left. Wait there in the laundry room. ,"['7234d14e0a884f35a6a02e21985b8273', 'cc0682e6d88a44f3bfaeb81e91a79124', 'cefe85eb9d1e4592a020547df6107246', '50a28bec19bd4ad5ab3c97f58554599a', '484070b0ecd942cc882f77f5fee5ca9a', '087bf4ad4a0b4a17afc2d6c173eceff3', '3851376d4f84494ebdc080b34ddc0f5e']"
walk past door turn behind chairs by glass table black chairs,Walk past the door and turn left. Walk behind the chairs and stop by the glass table and black chairs. ,"['13c191f506114c73b70830b89e195aa6', 'd52aaea9fc6e4d5fbecd0220eb9da436', 'd573afade1c74167ac0d0b1a2e37ddc4', '8fe0b78b55964b8dabd6ea8693f87ec8', 'a206c84102884dda82c5cbdd4e471bcd', '5c1880dd58d34e68abf88d6551f0f449', '5ab92ff9c0ea493e847aeba98e8e9f23']"
walk through doorway right hallway once exit sign,"Walk through the doorway, and take a right down the hallway. Stop once you reached the exit sign. ","['9c62e22ac161400e969f5962b748c3e8', 'd9a8e97f201141da82201e0707f24b4a', '17ed627ae891461796cc9ffdb97623ec', '51623bde5d4a4550b2c34efe044a16dc', '85b10d141db84c958ee43139acdc8f44', '4c9ca8e337154512837b87739b210b83']"
hallway first right turn hallway into first door on right wait in doorway,Go down the hallway and make your first right turn. Go down that hallway and turn into the first door on your right. Wait in the doorway. ,"['0f8f51e7e0ae4fa9876e36f87ded01b0', 'f701cece31304e16a3faa7f225bfdaa8', 'bc57b2c41c444fd6b2da5cfdfaa865a5', '00bb5fdd2e0d438682f400e515c36d96', '6417065f4cc44c4e874447714b3c2848']"
face open door right into dining area next turn past wooden lattice structure wait by thermostat on wall,"Face the open door. Turn right and walk into the dining area. Next, turn left and walk past the wooden lattice structure. Wait by the thermostat on the wall. ","['ba63547adb5643acbeaa36513d8b4e6b', 'c32e11fd03ac4b2bb88aafacff21527f', '3aa2bb32a50049de842d066eff185b66', 'c06aae190b804b759496db0b88fe4820', 'c3c5e202b9a04a63ae33742fe9095936', '859a7c9c12c847d9a6860bd6d6bd635a']"
massage room right into first door on right with tanning bed stop foot of tanning bed,Leave the massage room and take a right. Go into the first door on the right with a tanning bed. Stop and the foot of the tanning bed. ,"['23b6df4fc549460daab1c23d3674f845', '96b2d4806ff04e0db5a62b331f7aa96f', 'de87e9646a654e1e8f4e96593a3adbc3', '67a696124eb54cb9bb570f28df5fb8ab', '6f0a4e9374f24721a85f9853e9381aaf', '2043564288ac41a48c1e6caad1e7a48c']"
exit house turn right straight then right past fountain wait near first bush in pot on left,Exit the house Turn right. Walk straight then turn right. Go past the fountain and wait near the first bush in the pot on the left. ,"['bc563332fa4c48abaef8a1cb712075f8', '42b4de3318a74ec78dcd6f80803ea859', '987ba42081144f569eac1ddea227612a', '0ed4c12ae2734b52866842a32a2bbaad', '884a0669e02341679743a69f4049a41f', 'deade6958e8845448d4594169d435b5c']"
through door right then out double door right right before stairs between pillars,Go through the door and turn right and then walk out the double door to your right. Wait right before the stairs between the two pillars. ,"['377785e3a8ec4ce7bff6de3035f6fcd5', 'b6bcf908137f4b2d83d66e5fe6c35656', '73de1f780b804c92a2441ac92c442c49', '9cc6191a6e1642f984e54b1a79b83761', '5e5ce62aa2f540f1b5978222f8a9deb1', '062df9954974450a9eb914da2727062d']"
exit bedroom straight stairs continue straight through area stop,"Exit the bedroom, go straight up the stairs and continue straight through to the kitchen area and stop. ","['af92ecfb4be24f6f80c8149ceb9843be', 'faa7088781e647d09df1d5b470609aa3', '7d708a5b80ee45979870bae83b2bdd44', 'c29e99f090194613b5b11af906c47dab', 'aa4cfd0126dd4c6a9c533ca9cb4a033d', '5bc41a6e3b7748149e0e8592c5b4d142']"
exit bathroom walk into hallway then right end of hallway up stairs,"Exit the bathroom. Walk into the hallway, then turn right. Walk to the end of the hallway. Walk up the stairs. ","['f3aa7887b82f4e1787dca604277580bd', 'db42868ee24c45dcb7cd4f5ae61f47fe', 'ad3a2912de974a5690af5050e6ade942', 'af2982c371134df79520b348071775a0', '1226e70df8e44d6596ea46945a62f689']"
exit room turn straight until room with double doors into double doors wait in red rug,Exit the room. Turn left and go straight until you get to another room with double doors. Go into the double doors and wait in the red rug. ,"['fbfcbd0fbb5f48eda74641a19eda8db6', '1892385477bd4362b8a1d03861169db0', 'f29cfc331fc44746a060813f1e9ef52c', 'fa2cbbb20350430bb00b7039031111a7', '3a0f734a7b4e46c4bcee77b78c5e3f6a', 'cffa1c807d2c4a708aa1e5f42aeba106', '39136812de7e41b3a5e9fd431feca2c3']"
left out of room wait by doorway that outside pool on right,Take a left and walk out of the room. Wait by the doorway that goes outside to the pool on the right. ,"['2cd333ec665f42ac814e6b95ae4fbda5', 'bab3fc6b17774cf6ac3dac4c9ac670bb', 'ff666d48400744e5b1c0b0ed48217391', '0413b1213d00429ba2bca2ecbbcf5deb', '28f8f7e87c374fccbc585b3dbbc343de', '708250b7e83d455a9681a0d6b6de6a18']"
walk towards narrow doorway directly right of wall painting wait near first door that on left,"Walk towards the narrow doorway, directly to the right of the wall painting and wait near the first door that you see on your left. ","['59fe136fc3e141c2b9c55378d1b39f1e', '624b17d75c344a0e8122c7b0c6858dce', 'af73d4fc48ee4f6f95f8b66b640785a5', 'dc69d1d9957248c0a29e8044c49989e3', '0163f2c462ed46a08eb3dbce625c9a9d', 'f21573f2d2f244fd9e176c94f75b063f', 'da03259fb98d42f2a9b67f29399dc0cd']"
head hallway left enter bedroom wait,"Head down hallway, make a left, enter bedroom and wait. ","['7ee437db8a914c6d8ce7555b3ce6aae4', 'a475d54e18664630b19f47575a874cf4', '7022a22f8b694102a795919fce934e03', '19ce58d7d1694f89a647999990fb663f', '782da181b84741359dfbf275099c7ea8', 'db6b51d7a53940ddbe44a55d4ba067d7', 'c9783668a5784d83bdafb4003b81e7fa']"
stairs then in middle,Go down the stairs and then wait in the middle. ,"['dd6b2993f882400ab51f9e8c38148b7a', '79aedad1206b4eea9c4b639ea2182eb7', '1c91ed40af2246f2b126dd0f661970df', '385019f5d018430fa233d483b253076c', 'fd263d778b534f798d0e1ae48886e5f3', 'f490656d21134ff79be372d985ad965c', '813bb8880cdf4a24b48d97af1b4443a2']"
past bed door on left through door first recliner,Go past the bed to the door on the left. Go through the door and to the first recliner. ,"['cd7869a1f80046b5adeeb20d8108a409', '788770d79fc940cfa0b70fdd7c4f58d0', '479ed85f86aa4a8bab37194b5eeaa051', 'f3c0b6536ff04efaae476fd547aea850', 'faa32c91d8e341c38b633e5a3acac2eb']"
stairs slightly right into room right into room on right wait at entrance,Go up the stairs. Turn slightly right and go into the room. Turn right and go into the room on the right. Wait at the entrance. ,"['b0e48743d80b4fbb9a9c7dfe5e08f49d', '8836420cacbe4c37a57a8f8645da320b', '82e8acfab99d4441ac4da5bf22c2642d', 'ed79b51efdac434cb12bcd3d5e7fd112', 'db8d7c22a6764639ab807ec3dec69a8b', '924d79eb7fdf4504a97a22e1d96b2a6a', '31447d5126954b3aba54bebd9f768964']"
walk way down stairs then into kitchen area near round table,Walk all the way down the stairs and then turn left into the kitchen area. Stop near the round table. ,"['1b321779a4374c2b952c51820daa9e6c', '20f70ab4efec496c86529075648caef2', '5125c4a0a99f45788e694d5a73ba99c7', 'c29e99f090194613b5b11af906c47dab', 'aa4cfd0126dd4c6a9c533ca9cb4a033d']"
up circular stairs wait on third step from top landing,Walk up the circular stairs. Wait on the third step from the top landing. ,"['20d0dd92ae094db2b222e2c753846aed', '2bcf4fb2ce434ef3a24cb3c8c0fc4357', 'd2c0d74f544446a893d33bf053de2046', '77d87c2eae1845e693d164b1a7845eed', 'b2726280b7314fe29ee9ddebd7060a2c', 'e3c840907dd04cf7b991823c664a2ee6', '16054430491d4aa184791bc396128430']"
stairs turn slightly right into room ahead wait near wardrobe,Go down the stairs the turn slightly right and to into the room straight ahead. Wait near the wardrobe. ,"['aa6ef1806b414e5ab49db9a45595c8cc', '0d24c66abcef47fa898d9c239e6a3de9', 'e94cd6b986b5456990723fa8d9612759', 'df428e69750340cdb9612ca81d9b098b', '553465b804fb4fc29bf530f71dfdf1d5']"
exit room hallway at turn wait at top of stairs,"Exit the room, pass the hallway and at turn left. Wait at the top of the stairs. ","['7168e3659bcc40de8bfde578bb1fbeb3', '1a9b8e0293ba40dcbd23d31757203903', '8316e9313299447bb1f574aaf8cbec73', 'b15db460058c41e8aa0c0720344daa30', '298a2386166a43c8a04e1c24433f7d15', '34812a1a581b4f6490268057007f2e1a']"
walk through office area out through sliding barn door turn walk into kids bedroom next bathroom,Walk through the office area out through the sliding barn door. Turn and walk into the kids bedroom next to the bathroom. ,"['3a4c65b97ebb4b4fb888a262586c3fa7', 'c657ac66dec0483683d0d6356992b868', '533a4cd1505a486fa8801bb3aa38f2e3', '91c5afdf381d439380d3ca8d6eb27b03', 'e6ac6b13b27c41b28df5d51a7e26549d']"
exit bathroom walk past television bedroom turn then right toward front door wait next grey rug,"Exit the bathroom and walk past the television. Exit the bedroom, turn left, then right and go toward the front door. Wait next to the grey rug. ","['0b2466cdbed84bdaa8524a4eb90669d7', 'c7cee9420a28477593293777b783e174', '68fac2c327914533a1e698467c0b22cb', '52be196a34fd415fa984b16aa270481c', 'cf1ab29600a546cf8c82484c06b60425', '7921c216294d43c0b7be2ca634bbf6a9', '4f278b8e757046919bbf37269dd0d017']"
up stairs straight hall bedroom through first door on right before rug,Walk up the stairs and go straight down the hall. Enter the bedroom through the first door on the right. Stop before you reach the rug. ,"['8d4b6c6b93934835a39c391d39f5a537', '80a66a290031459b8d96a077ee2cbf4f', '259d382e92ce4a10bbc8e7d713b4b5ca', '2665dbb7fe3e4f33811e687cc4054393', '6f9eb2058c134830b45d010c01de8e96', 'b40992d3195a4191a530c0253bfb42df']"
enter adjoining room stand on blue dot,Enter the adjoining room and stand on the blue dot. ,"['537f21944d0d4323a99a93bc85e263ab', '2a3c6a9dbe0d4126bc04e6db80bac2fc', '199235cc58084824924d94235bbad767', '07ede124c32b4d89ba8cc1f01091d322', '456223e9890b4e2e919f45c1d17d9268']"
walk into bedroom area walk through other door near armchair walk into hall through first open door ahead,Walk into the bedroom area. Walk through the other door near the armchair. Walk into the hall and through the first open door ahead. ,"['fe9c9d20c3ac4666a01dd87ea2fad630', '731e0bf988274e6080d0d90a2bd211e4', '0e51c17b16974fe3ac943e17686c4842', 'fde766aee33345558610cbd26833607d', '80c8894d436e45148577bcb0ebb45889', 'badf87714efc482f936c14de653318e5']"
left at bottom of stairs straight past counter on right once counter,Take a left at the bottom of the stairs. Go straight past the counter on the right. Stop once you pass the counter. ,"['e2f80f0b45c5439db45800b5e9126e72', 'a5542bba97c44a2cabd742267454fd13', 'cde9277ca5a74751ac26fa289a0ec5f5', '073ce382f78d4a81b8c673591a954997', 'e63cf86fedff45b8a5c895adb0cf614f']"
walk out of laundry room into hallway turn straight until windowed door on right wait there,Walk out of the laundry room into the hallway. Turn left and walk straight. Keep walking until the windowed door is on your right and wait there. ,"['cdfc3c6dee2f4488bc0a5d77b7f3ad8e', 'cc356636fdbf45769882f5912bc6d009', '410b3939a8c24ab8858782fa544d704d', 'ca75317572dc44509427cf7b2caecda6', '1b48df86b7a149fa8e90161265def866', '6ee4b38dbc684eb3a7ccb7a4b2f36221']"
exit bathroom straight through bedroom straight couple of steps stop,"Exit the bathroom, go straight through and exit the bedroom, go straight and go down a couple of steps and stop. ","['2594cedd9da64c338c1ba98abed9efb3', '1f8ee74dbb254dff85771776279eae94', '192fb2a16486430a96b34dffc2e8cbbc', '2e52341d21b940b5b38a9e26c4cf4200', 'd72137c926c94532a63bd98193273e22', '15db0029a9844a5c8f8aadefe7178d10']"
steps turn down stairs of hall enter bedroom wait by chair,"Go up steps, turn left, walk down stairs to end of hall, enter bedroom, wait by chair. ","['75e2851e5734470a813afe0afdcebb62', '58cdf4425f984bc8bec9ed57b96feff4', 'b0aa89cc447b4aab98f0b50b5c76b3f8', 'dbd4b155e5b24f279efe34ffd8c172a8', '8b3817a237a54b89ac363dbea46b39c9', 'c0a30ea3e4f54d77b8b013167b825342', '01ea3de3141a4adaa917cebb3db3c086']"
upstairs in entrance kitchen,Go upstairs and stop in the entrance to the kitchen. ,"['e5bfa9c293cd44e1b14953500462dd72', '3264da900f47425c8c062f909db9abe0', '04e0d7506a0849009fabf4c10fa74a40', 'a6ce5d580416478b847a83a2c537a637', 'e8e2d73795e54b6db89cd32745e79fb9', '74d5b2290be74a1ba052b6fe2320e064', '541ab4e8ff1f4bc8bf20775a1fb38872']"
toward couches then right steps up second set of stairs midway up stairs,Go toward the two couches and then turn right going up the steps.  Continue up to the second set of stairs and stop midway up those stairs. ,"['07711134346f4b9ba59ab031845bfca8', '7f6e045f0e714a1a9dda7b0861491c4a', 'c8c384520f0d46b19b905e75d9bc9137', 'c1899390d19d453683d3c2bf87d2547d', '0e44c51fc1b947e0a44963d83f2ab6f1']"
