src,tgt
up steps right through entryway into hallway in front of sink,Walk up the steps and turn right. Walk through the entryway and into the hallway. Stop in front of the sink. 
steps right wait outside bathroom door,"Go up the steps, turn right and wait outside the bathroom door. "
little stairs right hallway in front of sink,Go up the little stairs and to the right. Follow the hallway and stop in front of the sink. 
walk out of room turn down hall just inside double doors,Walk out of the room and turn left. Walk down the hall and stop just inside the double doors. 
walk out of room turn hallway double doors on left through doors wait just inside,Walk out of the room and turn left. Continue down the hallway to the double doors on the left. Walk through the doors and wait just inside. 
walk out of bedroom turn just inside room with beautiful double doors with glass,Walk out of the bedroom and turn left. Wait just inside the room with the  beautiful double doors with glass. 
turn right right again after desk on right next cabinets microwave,Turn right and turn right again after the desk on the right. Wait next to the cabinets and microwave. 
walk out of closet last right into kitchen in kitchen next first counter on right,Walk straight out of the closet and take the last right into the kitchen. In the kitchen stop next to the first counter on your right. 
closet right kitchen stop,"Leave the closet and take a right. Enter the kitchen, and stop. "
turn past bed fireplace straight into bathroom wait near towels on left wait there,Turn left and go past the bed and fireplace. Go straight into the bathroom. Wait near the towels on the left. Wait there. 
foot of bed into room nearest bed,Go to the foot of the bed. Go into the room nearest the bed. 
hallway last set of doors exit sign in front of,Walk down hallway and stop passed last set of doors. Exit sign in front of you. 
hallway until near exit sign,Go down the hallway until you get near the Exit sign. 
up stairs left up stairs right up stairs wait at top of stairs,Walk up the stairs. Take a left and walk up more stairs. Take a right and walk up more stairs. Wait at the top of the stairs. 
head indoors first few steps into theater stop wait near ottoman,"Head indoors, the up the first few steps and turn left into the theater. Stop and wait near the ottoman. "
turn inside house steps ahead left into room wait near front row of couches,Turn left and go inside the house. Go up the steps ahead and turn left. Go into the room and wait near the front row of couches. 
down corridor right at second desk walk over beside white dresser,Walk down corridor and turn right at second desk. Walk over and stand beside white dresser. 
walk through office past work tables right next white bookshelf outside conference room,Walk through the office past the work tables. Go to the right and stop next to the white bookshelf outside the conference room. 
walk past desks walk past green floor vase wait at white bookshelf,Walk past desks. Walk past green floor vase. Wait at white bookshelf. 
walk past barber chair walk into open door on left wait at end of half wall,Walk past barber's chair. Walk into open door on left. Wait at end of half wall. 
exit room straight hall wait at end of wall with stones,exit the room and go straight down the hall. Wait at the end of the wall with stones. 
turn slight right through hallway door bathroom entrance near room divider,Turn slight right and walk through the hallway door to the bathroom entrance. Stop near the room divider. 
